"","ï..X","Y","OBJECTID","ReferenceNumber","CategoryHierarchy","CategoryLevel1","CategoryLevel2","CategoryLevel3","CategoryLevel4","CategoryLevel5","CategoryName","CouncilDistrictNumber","SourceLevel1","Neighborhood","DateCreated","DateUpdated","DateClosed","StatusType","SystemId","ServiceLevelName","Latitude","Longitude","XCoord","YCoord","CrossStreet","GlobalID","ZIP"
"1810",-121.44042623927,38.6618712155236,5945,"160510-001228","Solid Waste : Household Junk","Solid Waste","","",NA,NA,"Household Junk",2,"Phone Call","Robla","2016-05-11T02:20:56.000Z","2017-07-06T18:40:57.000Z","2017-07-06T18:39:44.000Z","Completed",12584,"",38.6618661246992,-121.440413066707,6721448.930498,2003351.478995,"ACME AVE","50ec8581-c91f-4830-ada3-aa38268434dc","95838"
"1811",-121.538745565784,38.6283579724863,5946,"160510-001231","Solid Waste : Household Junk","Solid Waste","","",NA,NA,"Household Junk",1,"Phone Call","Gateway West","2016-05-11T02:23:28.000Z","2017-05-19T22:08:32.000Z","2017-05-19T22:08:32.000Z","Completed",12585,"",38.6283528919424,-121.538732382164,6693437.43223457,1990989.0847955,"JUMILLA WAY","698e45fe-5c9a-4a8c-921d-216c47aa4e7a","95834"
"1812",-121.422458432531,38.5304809216483,5947,"160510-001236","Solid Waste : Appliance and eWaste","Solid Waste","","",NA,NA,"Appliance and eWaste",6,"Web App","Colonial Village","2016-05-11T02:27:23.000Z","2017-05-21T06:32:01.000Z","2017-05-21T06:32:01.000Z","Completed",12588,"",38.5304758404715,-121.422445278943,6726883.41014868,1955534.80277049,"WHITTIER DR","bb0b1832-2786-4875-98b4-a9b155a1654e","95820"
"1813",-121.425078255766,38.5193227342719,5948,"160510-001238","Solid Waste : Household Junk","Solid Waste","","",NA,NA,"Household Junk",6,"Phone Call","Fruitridge Manor","2016-05-11T02:31:35.000Z","2017-07-06T18:40:59.000Z","2017-07-06T18:39:44.000Z","Completed",12593,"",38.5193176542319,-121.425065103141,6726159.694585,1951466.546088,"38TH AVE","44451012-995f-46b8-ab00-2013ba925be4","95824"
"1814",-121.510417661829,38.516402080294,5949,"160510-001241","Solid Waste : Kick truck : Garbage","Solid Waste","Kick truck","",NA,NA,"Garbage",5,"Phone Call","South Land Park","2016-05-11T02:38:02.000Z","2017-05-21T06:30:59.000Z","2017-05-21T06:30:59.000Z","Completed",12598,"36 Hours-No Holidays-M/F-24h",38.5163970069503,-121.510404496362,6701749.46462496,1950259.91703845,"42ND AVE","14f69a1c-86d9-4bae-99b1-4372f08799dc","95822"
"1815",-121.441410847383,38.6197138340251,5950,"160510-001245","Solid Waste : Household Junk","Solid Waste","","",NA,NA,"Household Junk",2,"Phone Call","South Hagginwood","2016-05-11T02:41:27.000Z","2017-07-06T18:41:01.000Z","2017-07-06T18:39:44.000Z","Completed",12601,"",38.6197087468014,-121.441397679881,6721262.160823,1987997.139016,"LAS PALMAS AVE","10c3b279-1d13-4097-8bb0-12e6a1adaa09","95815"
"1816",-121.441410847382,38.6197138340245,5951,"160510-001250","Solid Waste : Household Junk","Solid Waste","","",NA,NA,"Household Junk",2,"Phone Call","South Hagginwood","2016-05-11T02:42:54.000Z","2017-05-19T22:11:31.000Z","2017-05-19T22:11:31.000Z","Completed",12603,"",38.6197087468014,-121.441397679881,6721262.16082336,1987997.13901577,"LAS PALMAS AVE","6671148c-c750-4b05-9998-63d7d0e36103","95815"
"1817",-121.444916164042,38.6637383015598,5952,"160510-001254","Solid Waste : Household Junk","Solid Waste","","",NA,NA,"Household Junk",2,"Web App","Robla","2016-05-11T02:46:59.000Z","2017-07-06T18:41:03.000Z","2017-07-06T18:39:44.000Z","Completed",12606,"",38.6637332109218,-121.444902990551,6720162.757963,2004023.561004,"ADA LN","b9d1dd97-a06d-48d4-bdf3-5655f1fa81e9","95838"
"1818",-121.431334671666,38.5267032765,5953,"160510-001256","Solid Waste : Household Junk","Solid Waste","","",NA,NA,"Household Junk",6,"Web App","Tallac Village","2016-05-11T02:49:20.000Z","2017-07-06T18:41:05.000Z","2017-07-06T18:39:44.000Z","Completed",12607,"",38.526698196312,-121.431321517165,6724352.893491,1954143.074995,"27TH AVE","3b46db0a-1388-4e5c-9952-9fd2d749fd29","95820"
"1819",-121.492413074626,38.4724677968068,5954,"160510-001257","Solid Waste : Illegal Dumping : Street / Sidewalk","Solid Waste","Illegal Dumping","",NA,NA,"Street / Sidewalk",8,"Web App","Meadowview","2016-05-11T02:51:02.000Z","2017-05-21T06:30:59.000Z","2017-05-21T06:30:59.000Z","Completed",12608,"",38.4724627257864,-121.492399917313,6706990.2397969,1934288.45080688,"LEFORD WAY","c98034fd-e5bd-4b5a-8bc8-1f623efdc250","95832"
"1820",-121.484214847186,38.5500892922973,5955,"160510-001259","Solid Waste : Household Junk","Solid Waste","","",NA,NA,"Household Junk",5,"Web App","Curtis Park","2016-05-11T02:56:54.000Z","2017-07-06T18:41:07.000Z","2017-07-06T18:39:44.000Z","Completed",12611,"",38.55008421415,-121.484201681636,6709176.890762,1962569.390848,"22ND ST","ee85c61b-c264-4149-9db1-99d2fac38694","95818"
"1821",-121.53945504963,38.4946376276633,5956,"160510-001260","Solid Waste : Oil Collection","Solid Waste","","",NA,NA,"Oil Collection",7,"Phone Call","Pocket","2016-05-11T02:58:29.000Z","2017-05-21T06:30:59.000Z","2017-05-21T06:30:59.000Z","Completed",12613,"",38.4946325583362,-121.539441882344,6693481.54559002,1942290.41430088,"SHAW RIVER WAY","541d29e8-5e09-48fc-8ce4-10bebe98f76a","95831"
"1822",-121.537291325323,38.6819660075461,5957,"160510-001261","Solid Waste : Household Junk","Solid Waste","","",NA,NA,"Household Junk",1,"Mobile App","Natomas Creek","2016-05-11T03:00:11.000Z","2017-07-06T18:40:57.000Z","2017-07-06T18:39:44.000Z","Completed",12614,"",38.6819609224324,-121.537278135288,6693753.46033,2010513.961216,"PAPUSAS WAY","9eb74396-ce46-4f36-bde8-0a0339ec0580","95835"
"1823",-121.393016452212,38.5486534803706,5958,"160510-001255","Facilities : Repair : Pest","Facilities","Repair","",NA,NA,"Pest",6,"Phone Call","College/Glen","2016-05-11T03:12:07.000Z","2017-08-22T21:17:14.000Z","2017-08-22T21:17:00.000Z","Completed",12618,"",38.5486483954383,-121.393003300958,6735261.33017528,1962207.62277296,"OCCIDENTAL DR","cfef53fe-58d7-4026-91e0-407661746fd2","95826"
"1824",-121.479851585187,38.6238056315964,5959,"160510-001264","Solid Waste : Household Junk","Solid Waste","","",NA,NA,"Household Junk",3,"Phone Call","Northgate","2016-05-11T03:13:12.000Z","2017-07-06T18:40:59.000Z","2017-07-06T18:39:44.000Z","Completed",12619,"",38.6238005469523,-121.479838411232,6710271.045597,1989422.083087,"NORMINGTON DR","30d63b95-c2f4-40d1-96e4-3f6b17a1c91a","95833"
"1825",-121.44388541619,38.4450328477674,5960,"160510-001267","Solid Waste : Household Junk","Solid Waste","","",NA,NA,"Household Junk",8,"Mobile App","Valley Hi / North Laguna","2016-05-11T03:16:21.000Z","2017-07-06T18:41:01.000Z","2017-07-06T18:39:44.000Z","Completed",12620,"",38.4450277753971,-121.443872269726,6720944.457666,1924378.688135,"ADALIS DR","97c77b82-4388-474f-8c49-e00653d463d1","95758"
"1826",-121.488148964878,38.5279877462856,5961,"160510-001269","Solid Waste : Household Junk","Solid Waste","","",NA,NA,"Household Junk",5,"Web App","Hollywood Park","2016-05-11T03:16:44.000Z","2017-07-06T18:41:04.000Z","2017-07-06T18:39:44.000Z","Completed",12621,"",38.5279826702867,-121.48813580143,6708097.140974,1954514.22096,"IRVIN WAY","b6acb037-db4d-46b6-b50c-d808bfc708d7","95822"
"1827",-121.479851585188,38.6238056315956,5962,"160510-001268","Solid Waste : Household Junk","Solid Waste","","",NA,NA,"Household Junk",3,"Phone Call","Northgate","2016-05-11T03:16:53.000Z","2017-05-19T22:14:27.000Z","2017-05-19T22:14:27.000Z","Completed",12622,"",38.6238005469523,-121.479838411232,6710271.04559658,1989422.08308669,"NORMINGTON DR","0beffbcb-7885-4ef8-ab38-5b0fcca60738","95833"
"1828",-121.540291853643,38.4851369326507,5963,"160510-001270","Solid Waste : Repair Can : Garbage : Lid","Solid Waste","Repair Can","Garbage",NA,NA,"Lid",7,"Phone Call","Pocket","2016-05-11T03:21:27.000Z","2017-05-19T22:14:28.000Z","2017-05-19T22:14:28.000Z","Completed",12624,"",38.4851318641819,-121.54027868739,6693259.55099958,1938829.28470627,"CORIANDER WAY","11bc72f5-716b-499d-a7ee-1bb2fc28e9e2","95831"
"1829",-121.442720355654,38.5386723124407,5964,"160510-001272","Solid Waste : Exchange Can : Garbage","Solid Waste","Exchange Can","",NA,NA,"Garbage",5,"Phone Call","Colonial Heights","2016-05-11T03:23:53.000Z","2017-05-19T22:14:30.000Z","2017-05-19T22:14:30.000Z","Completed",12626,"",38.5386672321089,-121.442707197924,6721069.01564379,1958481.6959928,"53RD ST","8071f720-fadd-4122-a164-81576c776968","95820"
"1830",-121.483630740316,38.5855496707967,5965,"160510-001273","Solid Waste : Deliver Can : Garbage","Solid Waste","Deliver Can","",NA,NA,"Garbage",4,"Phone Call","Mansion Flats","2016-05-11T03:26:39.000Z","2017-05-19T22:15:27.000Z","2017-05-19T22:15:27.000Z","Completed",12627,"",38.5855445896377,-121.483617570494,6709270.55703779,1975484.08816253,"CHINATOWN ALY","ed354294-bc27-426a-9cda-df4e47b92a3f","95814"
"1831",-121.441891771518,38.4648440957693,5966,"160510-001274","Solid Waste : Household Junk","Solid Waste","","",NA,NA,"Household Junk",7,"Phone Call","Valley Hi / North Laguna","2016-05-11T03:29:14.000Z","2017-07-06T18:41:07.000Z","2017-07-06T18:39:44.000Z","Completed",12629,"",38.4648390215788,-121.441878622947,6721471.13175,1931596.912349,"LION GATE WAY","2aee4f5a-dbd6-4c4a-913f-1ff5fea7e143","95823"
"1832",-121.43624149322,38.5787305316949,5967,"160510-001278","Solid Waste : Oil Collection","Solid Waste","","",NA,NA,"Oil Collection",3,"Phone Call","River Park","2016-05-11T03:30:58.000Z","2017-05-19T22:15:29.000Z","2017-05-19T22:15:29.000Z","Completed",12633,"",38.5787254475122,-121.436228331572,6722831.64083983,1973081.24183257,"SANDBURG DR","a557e0ab-ea9a-46f2-890a-a44553c9d700","95819"
"1833",-121.419334588928,38.5447171809886,5968,"160510-001276","Facilities : Repair : Security","Facilities","Repair","",NA,NA,"Security",6,"Phone Call","Ramona Village","2016-05-11T03:32:25.000Z","2016-07-07T23:41:44.000Z","2016-07-07T23:41:36.000Z","Completed",12634,"",38.5447120983793,-121.419321434079,6727743.88563443,1960724.94918027,"REDDING AVE","3b7d5041-ae78-4299-bbc8-8338f340fa5a","95820"
"1834",-121.497750807989,38.6177142156212,5969,"160510-001281","Solid Waste : Oil Collection","Solid Waste","","",NA,NA,"Oil Collection",3,"Phone Call","South Natomas","2016-05-11T03:33:41.000Z","2017-05-19T22:16:29.000Z","2017-05-19T22:16:29.000Z","Completed",12635,"",38.6177091328473,-121.497737632017,6705169.75072103,1987174.97819483,"BLUE HERON CT","fc279aaa-fe16-4834-b416-a20fcdd5b99e","95833"
"1835",-121.500741004577,38.6151570945738,5970,"160510-001282","Solid Waste : Kick truck : Lawn and Garden","Solid Waste","Kick truck","",NA,NA,"Lawn and Garden",3,"Phone Call","South Natomas","2016-05-11T03:34:21.000Z","2017-05-21T06:30:59.000Z","2017-05-21T06:30:59.000Z","Completed",12636,"36 Hours-No Holidays-M/F-24h",38.6151520122407,-121.500727828459,6704320.53633149,1986239.03155891,"BOBBER CT","6f524dc6-f263-43fd-b4c5-265583fa2a56","95833"
"1836",-121.490580389972,38.4949677374723,5971,"160510-001283","Solid Waste : Household Junk","Solid Waste","","",NA,NA,"Household Junk",8,"Phone Call","Meadowview","2016-05-11T03:36:45.000Z","2017-05-19T22:16:30.000Z","2017-05-19T22:16:30.000Z","Completed",12637,"",38.4949626644257,-121.490567230193,6707468.99146297,1942485.28244373,"21ST ST","e0859742-2097-4448-ae22-9b057de4acd3","95822"
"1837",-121.519948250001,38.4974140083158,5972,"160510-001286","Solid Waste : Repair Can : Garbage : Lid","Solid Waste","Repair Can","Garbage",NA,NA,"Lid",7,"Phone Call","Greenhaven","2016-05-11T03:38:48.000Z","2017-05-19T22:16:31.000Z","2017-05-19T22:16:31.000Z","Completed",12639,"",38.4974089372826,-121.519935085386,6699059.13210568,1943330.39433516,"HAVENHURST DR","277dd9e0-9558-4486-8701-bd3111c9e863","95831"
"1838",-121.500191925922,38.6296183945061,5973,"160510-001290","Solid Waste : Exchange Can : Garbage","Solid Waste","Exchange Can","",NA,NA,"Garbage",3,"Phone Call","South Natomas","2016-05-11T03:51:33.000Z","2017-05-19T22:17:32.000Z","2017-05-19T22:17:32.000Z","Completed",12643,"",38.6296133109244,-121.500178748102,6704448.4547638,1991506.33569523,"TRUXEL RD","c8fa7d44-2f7c-4bbf-af13-320ed75e4577","95834"
"1839",-121.431487193042,38.6511136326123,5974,"160510-001292","Solid Waste : Household Junk","Solid Waste","","",NA,NA,"Household Junk",2,"Phone Call","Raley Industrial Park","2016-05-11T03:55:57.000Z","2017-07-06T18:41:10.000Z","2017-07-06T18:39:44.000Z","Completed",12646,"",38.6511085420071,-121.431474023197,6724025.825657,1999449.692271,"MARYSVILLE BLVD","9b60d553-784f-4e1e-8f6a-816be20134f9","95838"
"1840",-121.443138947741,38.4556812069931,5975,"160510-001294","Solid Waste : Household Junk","Solid Waste","","",NA,NA,"Household Junk",7,"Phone Call","Valley Hi / North Laguna","2016-05-11T03:58:33.000Z","2017-07-06T18:41:12.000Z","2017-07-06T18:39:44.000Z","Completed",12647,"",38.4556761336699,-121.443125800093,6721134.485072,1928257.844074,"ANTON WAY","29ed1673-e4bd-4b26-8bc4-62e643a58483","95823"
"1841",-121.522680071834,38.5254800898463,5976,"160510-001295","Solid Waste : Household Junk","Solid Waste","","",NA,NA,"Household Junk",4,"Phone Call","Little Pocket","2016-05-11T04:01:25.000Z","2017-05-19T22:17:35.000Z","2017-05-19T22:17:35.000Z","Completed",12648,"",38.5254750166704,-121.52266690336,6698223.6194386,1953547.23410418,"SEAMAS AVE","15c31b5a-fe1e-4c6d-becc-d041b50e73f5","95822"
"1842",-121.544285059348,38.4950402044284,5977,"160510-001299","Solid Waste : Household Junk","Solid Waste","","",NA,NA,"Household Junk",7,"Web App","Pocket","2016-05-11T04:03:16.000Z","2017-01-27T18:38:57.000Z","2017-01-27T18:38:13.000Z","Closed",12650,"",38.4950351354335,-121.544271891268,6692098.440489,1942430.053923,"SNOW RIVER WAY","36db2619-9e40-419e-be38-1cf9da44378a","95831"
"1843",-121.420763898389,38.5175738159584,5978,"160510-001298","Solid Waste : Replace Can : Recycle","Solid Waste","Replace Can","",NA,NA,"Recycle",6,"Phone Call","Avondale","2016-05-11T04:03:41.000Z","2017-05-19T22:18:29.000Z","2017-05-19T22:18:29.000Z","Completed",12651,"",38.5175687357383,-121.420750746646,6727398.10614557,1950837.47671408,"71ST ST","73c6ba4b-1b90-4ae9-a382-4589ca22bdac","95824"
"1844",-121.477851665504,38.4919334371719,5979,"160510-001301","Solid Waste : Household Junk","Solid Waste","","",NA,NA,"Household Junk",8,"Phone Call","Meadowview","2016-05-11T04:12:04.000Z","2017-07-06T18:41:07.000Z","2017-07-06T18:39:44.000Z","Completed",12654,"",38.491928363418,-121.477838508063,6711118.32793,1941400.946212,"GARDENDALE RD","9897f431-49ad-4530-b8ce-99b7817a27f8","95822"
"1845",-121.477851665504,38.4919334371719,5980,"160510-001303","Solid Waste : Appliance and eWaste","Solid Waste","","",NA,NA,"Appliance and eWaste",8,"Phone Call","Meadowview","2016-05-11T04:14:53.000Z","2017-07-06T18:41:09.000Z","2017-07-06T18:39:44.000Z","Completed",12656,"",38.491928363418,-121.477838508063,6711118.32793,1941400.946212,"GARDENDALE RD","c6175334-0219-4274-9fdb-c1295eebe2c1","95822"
"1846",-121.490921086678,38.6191713456311,5981,"160510-001304","Solid Waste : Appliance and eWaste","Solid Waste","","",NA,NA,"Appliance and eWaste",3,"Phone Call","South Natomas","2016-05-11T04:17:08.000Z","2017-05-19T22:19:32.000Z","2017-05-19T22:19:32.000Z","Completed",12660,"",38.6191662622164,-121.490907911583,6707118.10033908,1987716.48568799,"MENDEL WAY","48075b64-7c30-4e0d-b01f-c643f049022b","95833"
"1847",-121.446505556256,38.5791483527594,5982,"160510-001306","Solid Waste : Household Junk","Solid Waste","","",NA,NA,"Household Junk",3,"Phone Call","East Sacramento","2016-05-11T04:19:30.000Z","2017-07-06T18:41:11.000Z","2017-07-06T18:39:44.000Z","Completed",12661,"",38.5791432693212,-121.446492392965,6719896.571342,1973215.36457,"MEISTER WAY","be159dad-20e6-498b-be78-dc3c4f17c3af","95819"
"1848",-121.456424551259,38.5587702509893,5983,"160510-001308","Solid Waste : Household Junk","Solid Waste","","",NA,NA,"Household Junk",6,"Phone Call","Elmhurst","2016-05-11T04:32:03.000Z","2017-07-06T18:41:13.000Z","2017-07-06T18:39:44.000Z","Completed",12663,"",38.5587651700092,-121.456411388942,6717105.475954,1965777.087013,"S ST","716cf63d-9794-4240-824e-f9d74b1174c7","95819"
"1849",-121.452066392207,38.6592943410765,5984,"160510-001309","Solid Waste : Household Junk","Solid Waste","","",NA,NA,"Household Junk",2,"Phone Call","Robla","2016-05-11T04:33:41.000Z","2017-07-06T18:41:15.000Z","2017-07-06T18:39:44.000Z","Completed",12664,"",38.6592892513534,-121.452053218161,6718130.946202,2002392.79507,"GINGHAMTON WAY","4ab0f774-3714-4b17-b487-8c9761aae663","95838"
"1850",-121.503286268097,38.5523677995253,5985,"160510-001310","Solid Waste : Exchange Can : Garbage","Solid Waste","Exchange Can","",NA,NA,"Garbage",4,"Phone Call","Land Park","2016-05-11T04:38:03.000Z","2017-05-19T22:20:27.000Z","2017-05-19T22:20:27.000Z","Completed",12666,"",38.5523627226319,-121.503273099319,6703718.2844954,1963368.78155417,"RIVERSIDE BLVD","4ed3fc38-faf8-4c8e-b997-9dadf8fbe64d","95818"
"1851",-121.459986819395,38.4836682871433,5986,"160510-001313","Solid Waste : Household Junk","Solid Waste","","",NA,NA,"Household Junk",8,"Phone Call","Parkway","2016-05-11T04:43:56.000Z","2017-07-06T18:41:17.000Z","2017-07-06T18:39:44.000Z","Completed",12667,"",38.4836632127361,-121.459973665728,6716249.38225,1938420.879915,"COTTONTAIL WAY","56c7c4be-7892-4946-8e84-3b2f90fdb7b9","95823"
"1852",-121.503392759187,38.6820878164662,5987,"160510-001314","Solid Waste : Repair Can : Lawn and Garden : Wheel","Solid Waste","Repair Can","Lawn and Garden",NA,NA,"Wheel",1,"Phone Call","Regency Park","2016-05-11T04:47:17.000Z","2017-05-19T22:20:28.000Z","2017-05-19T22:20:28.000Z","Completed",12668,"",38.6820827287555,-121.503379574372,6703429.67696093,2010609.39470791,"LAZZINI WAY","2f164a8d-c841-472a-80f4-f0087be6461c","95835"
"1853",-121.462583087303,38.4844590674031,5988,"160510-001319","Solid Waste : Household Junk","Solid Waste","","",NA,NA,"Household Junk",8,"Web App","Parkway","2016-05-11T04:52:32.000Z","2017-07-06T18:41:09.000Z","2017-07-06T18:39:44.000Z","Completed",12670,"",38.4844539931246,-121.462569933137,6715504.505468,1938704.455558,"SEQUOIA WAY","2d01f6a5-1c43-4b02-a3ef-9df96ebb8dfd","95823"
"1854",-121.445781943636,38.5562227535593,5989,"160510-001318","Solid Waste : Oil Collection","Solid Waste","","",NA,NA,"Oil Collection",6,"Phone Call","Elmhurst","2016-05-11T04:54:19.000Z","2017-05-19T22:21:29.000Z","2017-05-19T22:21:29.000Z","Completed",12675,"",38.5562176719868,-121.445768783278,6720154.34268964,1964867.73815962,"S ST","ac4038ca-d44c-4627-bf85-778958b4f619","95819"
"1855",-121.387312949776,38.5524814051353,5990,"160510-001322","Solid Waste : Repair Can : Garbage : Lid","Solid Waste","Repair Can","Garbage",NA,NA,"Lid",6,"Mobile App","College/Glen","2016-05-11T04:54:42.000Z","2017-05-21T06:33:00.000Z","2017-05-21T06:33:00.000Z","Completed",12676,"",38.5524763194493,-121.387299798938,6736883.04845805,1963612.58984377,"WISSEMANN DR","26af09ea-6c3e-4fd0-800d-35ffe24a9ab1","95826"
"1856",-121.544255329051,38.4873201466348,5991,"160510-001323","Solid Waste : Replace Can : Garbage","Solid Waste","Replace Can","",NA,NA,"Garbage",7,"Phone Call","Pocket","2016-05-11T04:57:03.000Z","2017-05-19T22:21:29.000Z","2017-05-19T22:21:29.000Z","Completed",12677,"",38.4873150782826,-121.54424216192,6692121.04879676,1939618.6428508,"SALTON SEA WAY","a98046d0-d503-4bdc-9256-bdd300d54cda","95831"
"1857",NA,NA,5992,"160510-001326","Animal care : Escalation Form : Barking","Animal care","Escalation Form","",NA,NA,"Barking",NA,"Email","","2016-05-11T04:58:12.000Z","2016-05-14T12:16:49.000Z","","In Progress",12678,"",0,0,0,0,"","8097be89-0b80-42dd-b046-252c8d1e1b17",""
"1858",-121.468951393291,38.5392790679055,5993,"160510-001324","Solid Waste : Repair Can : Recycle : Wheel","Solid Waste","Repair Can","Recycle",NA,NA,"Wheel",5,"Phone Call","South Oak Park","2016-05-11T04:58:25.000Z","2017-05-21T06:31:00.000Z","2017-05-21T06:31:00.000Z","Completed",12679,"",38.5392739895081,-121.468938231428,6713564.95461641,1958657.73397043,"12TH AVE","71e4c4d2-dc51-4c6a-8029-4aeaf76227b9","95820"
"1859",-121.466021218693,38.6259171586695,5994,"160510-001327","Solid Waste : Pickup Can : Garbage","Solid Waste","Pickup Can","",NA,NA,"Garbage",2,"Phone Call","Strawberry Manor","2016-05-11T05:00:22.000Z","2017-05-19T22:21:30.000Z","2017-05-19T22:21:30.000Z","Completed",12680,"",38.6259120727983,-121.466008046616,6714217.66360295,1990213.96231622,"GILLESPIE ST","3a0aa845-ccd5-4ec7-8a97-2ce894297af0","95838"
"1860",-121.534803352704,38.6071223587938,5995,"160510-001335","Solid Waste : Deliver Can : Garbage","Solid Waste","Deliver Can","",NA,NA,"Garbage",4,"Web App","Willowcreek","2016-05-11T05:28:27.000Z","2017-05-21T06:34:58.000Z","2017-05-21T06:34:58.000Z","Completed",12688,"",38.6071172797195,-121.534790172316,6694603.18581917,1983261.33416836,"SWALLOWS NEST LN","8e3859a7-bb6e-4c96-80cc-bfbe79a0eeec","95833"
"1861",-121.424040137455,38.4405288607395,5996,"160510-001341","Code Enforcement : High Weeds - Private Property : Empty Lot","Code Enforcement","High Weeds - Private Property","",NA,NA,"Empty Lot",8,"Web App","Valley Hi / North Laguna","2016-05-11T06:07:11.000Z","2017-01-27T18:40:44.000Z","2017-01-27T18:38:13.000Z","Closed",12693,"30 Days-All Holidays-M/F-24h",38.4405237872524,-121.42402699461,6726638.565597,1922773.860679,"CENTER PKWY","9eea95c3-c517-4617-ae19-5ecc07ff00ec","95823"
"1862",-121.485638954831,38.5520706312448,5997,"160511-000001","Solid Waste : Repair Can : Recycle : Lid","Solid Waste","Repair Can","Recycle",NA,NA,"Lid",5,"Web App","Curtis Park","2016-05-11T07:27:18.000Z","2017-05-21T06:32:01.000Z","2017-05-21T06:32:01.000Z","Completed",12702,"",38.5520655530394,-121.485625788817,6708765.53875262,1963288.63461926,"4TH AVE","5d54529a-60e7-4577-befd-f18e09bce262","95818"
"1863",-121.499910989842,38.5642858198118,5998,"160511-000005","Animal care : Complaint : Potentially Dangerous Dog","Animal care","Complaint","",NA,NA,"Potentially Dangerous Dog",4,"Phone Call","Land Park","2016-05-11T12:46:02.000Z","2016-07-08T02:25:37.000Z","2016-07-08T02:25:37.000Z","Completed",12714,"7 Days-No Holidays-24x7",38.5642807416658,-121.499897820121,6704659.63666219,1967714.31240184,"10TH ST","4d05c78a-25e3-4f0b-aefc-e26455d81824","95818"
"1864",-121.479745525304,38.5636393550085,5999,"160511-000022","Solid Waste : Household Junk","Solid Waste","","",NA,NA,"Household Junk",4,"Mobile App","Newton Booth","2016-05-11T13:34:26.000Z","2017-07-06T18:41:11.000Z","2017-07-06T18:39:44.000Z","Completed",12721,"",38.5636342753869,-121.479732358781,6710426.782804,1967511.255454,"TOMATO ALY","849293e9-6939-4695-ad2d-3822cf9c29b0","95818"
"1865",-121.535524759208,38.6773420885961,6000,"160511-000023","Solid Waste : Household Junk","Solid Waste","","",NA,NA,"Household Junk",1,"Web App","Natomas Creek","2016-05-11T13:35:14.000Z","2017-05-21T07:49:21.000Z","2017-05-21T07:49:21.000Z","Cancelled",12723,"",38.6773370037308,-121.535511570017,6694266.33962957,2008832.61132795,"ALLEY 8","a693f2cf-3382-48b7-b75c-729b3f6a3e30","95835"
"1866",-121.493187352489,38.620423168588,6001,"160511-000021","Solid Waste : Kick truck : Garbage","Solid Waste","Kick truck","",NA,NA,"Garbage",3,"Phone Call","South Natomas","2016-05-11T13:39:39.000Z","2017-05-21T06:32:01.000Z","2017-05-21T06:32:01.000Z","Completed",12724,"36 Hours-No Holidays-M/F-24h",38.6204180852411,-121.493174176889,6706468.07557175,1988168.74884968,"NIGHTHAWK WAY","ca2cca49-97bc-44b1-97be-0ecd2b6c9d64","95833"
"1867",-121.531137732149,38.5048823394133,6002,"160511-000024","Solid Waste : Kick truck : Garbage","Solid Waste","Kick truck","",NA,NA,"Garbage",7,"Phone Call","Greenhaven","2016-05-11T13:53:21.000Z","2017-05-21T06:32:02.000Z","2017-05-21T06:32:02.000Z","Completed",12727,"36 Hours-No Holidays-M/F-24h",38.5048772686004,-121.531124564893,6695842.74855929,1946033.45411572,"HAVENSIDE DR","10daaac6-0561-4aba-8e69-211d05ca90ac","95831"
"1868",-121.461071383608,38.4837479727193,6003,"160511-000028","Solid Waste : Illegal Dumping : Street / Sidewalk","Solid Waste","Illegal Dumping","",NA,NA,"Street / Sidewalk",8,"Phone Call","Parkway","2016-05-11T13:54:20.000Z","2017-05-21T06:32:02.000Z","2017-05-21T06:32:02.000Z","Completed",12728,"7 Days-No Holidays-M/F-24h",38.4837428983868,-121.461058229762,6715938.75698372,1938448.05633427,"LIMESTONE WAY","76f5def7-5c56-4f70-83da-17edb5ffdaa2","95823"
"1869",-121.456222710759,38.6510734844678,6004,"160511-000032","Solid Waste : Deliver Can : Lawn and Garden","Solid Waste","Deliver Can","",NA,NA,"Lawn and Garden",2,"Phone Call","Robla","2016-05-11T14:03:28.000Z","2017-05-21T06:32:02.000Z","2017-05-21T06:32:02.000Z","Completed",12734,"",38.6510683957492,-121.456209537087,6716962.0526063,1999391.8419073,"GRACE AVE","603450b8-adb7-44fc-a000-e14e84b2a859","95838"
"1870",-121.475685235445,38.5458589012417,6005,"160511-000034","Solid Waste : Repair Can : Garbage : Wheel","Solid Waste","Repair Can","Garbage",NA,NA,"Wheel",5,"Phone Call","Curtis Park","2016-05-11T14:03:40.000Z","2017-05-21T06:32:02.000Z","2017-05-21T06:32:02.000Z","Completed",12735,"",38.5458538228027,-121.475672071733,6711625.08717178,1961042.75269015,"6TH AVE","f7b60535-c0ff-4cce-a746-b7c2bd467935","95818"
"1871",-121.477186017141,38.5821853212252,6006,"160511-000039","Solid Waste : Deliver Can : Lawn and Garden","Solid Waste","Deliver Can","",NA,NA,"Lawn and Garden",4,"Phone Call","New Era Park","2016-05-11T14:08:33.000Z","2017-01-27T18:40:42.000Z","2017-01-27T18:38:13.000Z","Closed",12738,"",38.5821802398594,-121.477172848729,6711119.75907,1974269.41225,"20TH ST","91b1b7a0-bd0b-457e-a59e-959c655ecaad","95811"
